Product Name,GPU Chip,Released,Bus,Memory,GPU clock,Memory clock,Shaders / TMUs / ROPs,URL
Radeon R9 260 OEM,Bonaire,"Dec 21st, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1100 MHz,1625 MHz,896 / 56 / 16,/gpu-specs/radeon-r9-260-oem.c2543
Radeon R9 270,Curacao,"Nov 13th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,1280 / 80 / 32,/gpu-specs/radeon-r9-270.c2458
Radeon R9 270X,Curacao,"Oct 8th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1400 MHz,1280 / 80 / 32,/gpu-specs/radeon-r9-270x.c2466
Radeon R9 280X,Tahiti,"Oct 8th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",850 MHz,1500 MHz,2048 / 128 / 32,/gpu-specs/radeon-r9-280x.c2398
Radeon R9 280X2,Tahiti,Unknown,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",950 MHz,1500 MHz,2048 / 128 / 32,/gpu-specs/radeon-r9-280x2.c3473
Radeon R9 290,Hawaii,"Nov 5th, 2013",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",947 MHz,1250 MHz,2560 / 160 / 64,/gpu-specs/radeon-r9-290.c2397
Radeon R9 290X,Hawaii,"Oct 24th, 2013",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1000 MHz,1250 MHz,2816 / 176 / 64,/gpu-specs/radeon-r9-290x.c2460
Xbox One GPU,Durango,"Nov 22nd, 2013",IGP,"8 GB, DDR3, 256 bit",853 MHz,1066 MHz,768 / 48 / 16,/gpu-specs/xbox-one-gpu.c2086
HD Graphics 32EU Mobile,Bay Trail GT1,"Sep 2nd, 2013",Ring Bus,System Shared,311 MHz,System Shared,32 / 4 / 1,/gpu-specs/hd-graphics-32eu-mobile.c2469
HD Graphics 4200 Mobile,Haswell GT2,"Sep 2nd, 2013",Ring Bus,System Shared,200 MHz,System Shared,160 / 20 / 2,/gpu-specs/hd-graphics-4200-mobile.c3287
HD Graphics 4400,Haswell GT2,"Sep 3rd, 2013",Ring Bus,System Shared,200 MHz,System Shared,160 / 20 / 2,/gpu-specs/hd-graphics-4400.c2470
HD Graphics 4400 Mobile,Haswell GT2,"Sep 3rd, 2013",Ring Bus,System Shared,200 MHz,System Shared,160 / 20 / 2,/gpu-specs/hd-graphics-4400-mobile.c2471
GRID K100,GK107,"Jun 28th, 2013",PCIe 3.0 x16,"256 MB, DDR3, 128 bit",850 MHz,891 MHz,192 / 16 / 16,/gpu-specs/grid-k100.c2486
GRID K140Q,GK107,"Jun 28th, 2013",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",850 MHz,891 MHz,192 / 16 / 16,/gpu-specs/grid-k140q.c2485
GRID K160Q,GK107,"Jun 28th, 2013",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",850 MHz,891 MHz,192 / 16 / 16,/gpu-specs/grid-k160q.c2667
GRID K180Q,GK107,"Jun 28th, 2013",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",850 MHz,891 MHz,192 / 16 / 16,/gpu-specs/grid-k180q.c2668
GRID K200,GK104,"Jun 28th, 2013",PCIe 3.0 x16,"256 MB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/grid-k200.c2490
GRID K240Q,GK104,"Jun 28th, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/grid-k240q.c2489
GRID K260Q,GK104,"Jun 28th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/grid-k260q.c2488
GRID K280Q,GK104,"Jun 28th, 2013",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/grid-k280q.c2487
GRID K340,GK107,"Jul 23rd, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",954 MHz,1250 MHz,384 / 32 / 16,/gpu-specs/grid-k340.c2313
GRID K520,GK104,"Jul 23rd, 2013",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/grid-k520.c2312
GeForce 705A,GF119S,"Oct 1st, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48 / 8 / 4,/gpu-specs/geforce-705a.c2519
GeForce 705M,GF119,Unknown,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",475 MHz,900 MHz,48 / 8 / 4,/gpu-specs/geforce-705m.c2308
GeForce 705M,GF117,"Sep 27th, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48 / 8 / 8,/gpu-specs/geforce-705m.c2492
GeForce 710M,GK208,"Jul 24th, 2013",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",719 MHz,900 MHz,192 / 16 / 8,/gpu-specs/geforce-710m.c2433
GeForce 820M,GF117B,"Nov 27th, 2013",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,900 MHz,96 / 16 / 8,/gpu-specs/geforce-820m.c2524
GeForce GT 635 OEM,GK208,"Oct 1st, 2013",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",967 MHz,900 MHz,384 / 32 / 8,/gpu-specs/geforce-gt-635-oem.c2041
GeForce GT 720M,GK208,"Dec 25th, 2013",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",719 MHz,800 MHz,192 / 16 / 8,/gpu-specs/geforce-gt-720m.c2444
GeForce GT 740A,GK208,"Aug 26th, 2013",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",980 MHz,900 MHz,384 / 32 / 8,/gpu-specs/geforce-gt-740a.c2456
GeForce GT 745A,GK107,"Aug 26th, 2013",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",837 MHz,900 MHz,384 / 32 / 16,/gpu-specs/geforce-gt-745a.c2457
GeForce GT 750M Mac Edition,GK107,"Nov 8th, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",926 MHz,1254 MHz,384 / 32 / 16,/gpu-specs/geforce-gt-750m-mac-edition.c2527
GeForce GT 755M Mac Edition,GK107,"Nov 8th, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1085 MHz,1250 MHz,384 / 32 / 16,/gpu-specs/geforce-gt-755m-mac-edition.c2525
GeForce GTX 650,GK106,"Nov 27th, 2013",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1058 MHz,1250 MHz,384 / 32 / 16,/gpu-specs/geforce-gtx-650.c2445
GeForce GTX 760,GK104,"Jun 25th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",980 MHz,1502 MHz,1152 / 96 / 32,/gpu-specs/geforce-gtx-760.c1857
GeForce GTX 760 OEM,GK104,"Jun 27th, 2013",PCIe 3.0 x16,"1536 MB, GDDR5, 192 bit",823 MHz,1400 MHz,1152 / 96 / 24,/gpu-specs/geforce-gtx-760-oem.c2455
GeForce GTX 760 OEM Rebrand,GK104,"Aug 25th, 2013",PCIe 3.0 x16,"1536 MB, GDDR5, 256 bit",823 MHz,1400 MHz,1152 / 96 / 32,/gpu-specs/geforce-gtx-760-oem-rebrand.c2454
GeForce GTX 760 Ti OEM,GK104,"Sep 27th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,1344 / 112 / 32,/gpu-specs/geforce-gtx-760-ti-oem.c2491
GeForce GTX 760 Ti OEM Rebrand,GK104,"Aug 25th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,1344 / 112 / 32,/gpu-specs/geforce-gtx-760-ti-oem-rebrand.c2453
GeForce GTX 760 X2,GK104,"Nov 19th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1006 MHz,1502 MHz,1152 / 96 / 32,/gpu-specs/geforce-gtx-760-x2.c2521
GeForce GTX 775M Mac Edition,GK104,"Nov 8th, 2013",MXM-B (3.0),"2 GB, GDDR5, 256 bit",797 MHz,1250 MHz,1344 / 112 / 32,/gpu-specs/geforce-gtx-775m-mac-edition.c2381
GeForce GTX 780 6 GB,GK110B,"Sep 10th, 2013",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",863 MHz,1502 MHz,2304 / 192 / 48,/gpu-specs/geforce-gtx-780-6-gb.c2707
GeForce GTX 780 Rev. 2,GK110B,"Sep 10th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",863 MHz,1502 MHz,2304 / 192 / 48,/gpu-specs/geforce-gtx-780-rev-2.c2513
GeForce GTX 780 Ti,GK110B,"Nov 7th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",875 MHz,1753 MHz,2880 / 240 / 48,/gpu-specs/geforce-gtx-780-ti.c2512
GeForce GTX 780M Mac Edition,GK104,"Nov 8th, 2013",MXM-B (3.0),"4 GB, GDDR5, 256 bit",784 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/geforce-gtx-780m-mac-edition.c2526
Quadro K1100M,GK107,"Jul 23rd, 2013",MXM-A (3.0),"2 GB, GDDR5, 128 bit",706 MHz,700 MHz,384 / 32 / 16,/gpu-specs/quadro-k1100m.c2430
Quadro K2100M,GK106S,"Jul 23rd, 2013",MXM-A (3.0),"2 GB, GDDR5, 128 bit",667 MHz,752 MHz,576 / 48 / 16,/gpu-specs/quadro-k2100m.c2429
Quadro K3100M,GK104,"Jul 23rd, 2013",MXM-B (3.0),"4 GB, GDDR5, 256 bit",706 MHz,800 MHz,768 / 64 / 32,/gpu-specs/quadro-k3100m.c2428
Quadro K4100M,GK104,"Jul 23rd, 2013",MXM-B (3.0),"4 GB, GDDR5, 256 bit",706 MHz,800 MHz,1152 / 96 / 32,/gpu-specs/quadro-k4100m.c2427
Quadro K5100M,GK104,"Jul 23rd, 2013",MXM-B (3.0),"8 GB, GDDR5, 256 bit",771 MHz,900 MHz,1536 / 128 / 32,/gpu-specs/quadro-k5100m.c2425
Quadro K510M,GK208,"Jul 23rd, 2013",MXM-A (3.0),"1024 MB, GDDR5, 64 bit",889 MHz,600 MHz,192 / 16 / 8,/gpu-specs/quadro-k510m.c2432
Quadro K6000,GK110B,"Jul 23rd, 2013",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",797 MHz,1502 MHz,2880 / 240 / 48,/gpu-specs/quadro-k6000.c2426
Quadro K6000 SDI,GK110,"Jul 23rd, 2013",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",902 MHz,1502 MHz,2880 / 240 / 48,/gpu-specs/quadro-k6000-sdi.c2436
Quadro K610M,GK208,"Jul 23rd, 2013",MXM-A (3.0),"1024 MB, GDDR5, 64 bit",954 MHz,650 MHz,192 / 16 / 8,/gpu-specs/quadro-k610m.c2431
Tegra 4 GPU,Wayne,"Aug 1st, 2013",IGP,"512 MB, LPDDR3, 32 bit",672 MHz,933 MHz,48 / 24 / 4 / 4,/gpu-specs/tegra-4-gpu.c3227
Tesla K40c,GK180,"Oct 8th, 2013",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",745 MHz,1502 MHz,2880 / 240 / 48,/gpu-specs/tesla-k40c.c2505
Tesla K40d,GK110B,"Nov 22nd, 2013",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",745 MHz,1502 MHz,2880 / 240 / 48,/gpu-specs/tesla-k40d.c3402
Tesla K40m,GK110B,"Nov 22nd, 2013",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",745 MHz,1502 MHz,2880 / 240 / 48,/gpu-specs/tesla-k40m.c2529
Tesla K40s,GK110B,"Nov 22nd, 2013",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",745 MHz,1502 MHz,2880 / 240 / 48,/gpu-specs/tesla-k40s.c2528
Tesla K40st,GK110B,"Nov 22nd, 2013",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",575 MHz,1502 MHz,2880 / 240 / 48,/gpu-specs/tesla-k40st.c2530
Tesla K40t,GK110B,"Nov 22nd, 2013",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",745 MHz,1502 MHz,2880 / 240 / 48,/gpu-specs/tesla-k40t.c3403
FirePro M6100,Emerald,"May 27th, 2014",MXM-B (3.0),"2 GB, GDDR5, 128 bit",1100 MHz,1500 MHz,896 / 56 / 16,/gpu-specs/firepro-m6100.c4063
FirePro S4000X,Venus,"Aug 7th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",725 MHz,1125 MHz,640 / 40 / 16,/gpu-specs/firepro-s4000x.c2506
FirePro S9050,Tahiti,"Aug 7th, 2014",PCIe 3.0 x16,"12 GB, GDDR5, 384 bit",900 MHz,1375 MHz,1792 / 112 / 32,/gpu-specs/firepro-s9050.c2607
FirePro S9100,Hawaii,"Oct 2nd, 2014",PCIe 3.0 x16,"12 GB, GDDR5, 512 bit",824 MHz,1250 MHz,2560 / 160 / 64,/gpu-specs/firepro-s9100.c2636
FirePro S9150,Hawaii,"Aug 7th, 2014",PCIe 3.0 x16,"16 GB, GDDR5, 512 bit",900 MHz,1250 MHz,2816 / 176 / 64,/gpu-specs/firepro-s9150.c2608
FirePro W2100,Oland,"Aug 12th, 2014",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",630 MHz,900 MHz,320 / 20 / 8,/gpu-specs/firepro-w2100.c2612
FirePro W4100,Cape Verde,"Aug 13th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",630 MHz,1000 MHz,512 / 32 / 16,/gpu-specs/firepro-w4100.c2611
FirePro W4170M,Mars,"Apr 28th, 2014",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",825 MHz,1000 MHz,384 / 24 / 8,/gpu-specs/firepro-w4170m.c2580
FirePro W5100,Bonaire,"Mar 31st, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",930 MHz,1500 MHz,768 / 48 / 16,/gpu-specs/firepro-w5100.c2585
FirePro W5170M,Tropo,"Aug 25th, 2014",MXM-A (3.0),"2 GB, GDDR5, 128 bit",900 MHz,1125 MHz,640 / 40 / 16,/gpu-specs/firepro-w5170m.c2705
FirePro W6170M,Emerald,"Aug 25th, 2014",MXM-B (3.0),"2 GB, GDDR5, 128 bit",1100 MHz,1500 MHz,896 / 56 / 16,/gpu-specs/firepro-w6170m.c2706
FirePro W7100,Tonga,"Aug 12th, 2014",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",920 MHz,1250 MHz,1792 / 112 / 32,/gpu-specs/firepro-w7100.c2610
FirePro W8100,Hawaii,"Jun 23rd, 2014",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",824 MHz,1250 MHz,2560 / 160 / 64,/gpu-specs/firepro-w8100.c2588
FirePro W9100,Hawaii,"Mar 26th, 2014",PCIe 3.0 x16,"16 GB, GDDR5, 512 bit",930 MHz,1250 MHz,2816 / 176 / 64,/gpu-specs/firepro-w9100.c2562
Radeon HD 8550M,Sun,"Jul 13th, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",650 MHz,900 MHz,320 / 20 / 8,/gpu-specs/radeon-hd-8550m.c1905
Radeon R4 Mobile Graphics,Spectre SL,"Sep 17th, 2014",IGP,System Shared,533 MHz,System Shared,192 / 12 / 8,/gpu-specs/radeon-r4-mobile-graphics.c3607
Radeon R4 Mobile Graphics,Beema,"Jun 11th, 2014",IGP,System Shared,800 MHz,System Shared,128 / 8 / 4,/gpu-specs/radeon-r4-mobile-graphics.c2496
Radeon R4E Mobile Graphics,Beema,"Jun 6th, 2014",IGP,System Shared,800 MHz,System Shared,128 / 8 / 4,/gpu-specs/radeon-r4e-mobile-graphics.c4048
Radeon R5 230,Caicos,"Apr 3rd, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,667 MHz,160 / 8 / 4,/gpu-specs/radeon-r5-230.c2576
Radeon R5 Graphics,Spectre SL,"Sep 17th, 2014",IGP,System Shared,497 MHz,System Shared,256 / 16 / 4,/gpu-specs/radeon-r5-graphics.c3637
Radeon R5 Graphics,Spectre SL,"Sep 17th, 2014",IGP,System Shared,758 MHz,System Shared,256 / 16 / 4,/gpu-specs/radeon-r5-graphics.c3007
Radeon R5 M230 Rebrand,Sun,"May 31st, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",780 MHz,900 MHz,320 / 20 / 8,/gpu-specs/radeon-r5-m230-rebrand.c2586
Radeon R5 M240,Jet,"Sep 18th, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",1000 MHz,900 MHz,320 / 20 / 8,/gpu-specs/radeon-r5-m240.c2416
Radeon R5 M255,Topaz,"Oct 12th, 2014",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",925 MHz,1000 MHz,384 / 24 / 8,/gpu-specs/radeon-r5-m255.c2573
Radeon R5 Mobile Graphics,Spectre SL,"Sep 17th, 2014",IGP,System Shared,626 MHz,System Shared,256 / 16 / 8,/gpu-specs/radeon-r5-mobile-graphics.c4113
Radeon R5 Mobile Graphics,Beema,"Jun 14th, 2014",IGP,System Shared,800 MHz,System Shared,128 / 8 / 4,/gpu-specs/radeon-r5-mobile-graphics.c3006
Radeon R5E Mobile Graphics,Beema,"Jun 6th, 2014",IGP,System Shared,800 MHz,System Shared,128 / 8 / 4,/gpu-specs/radeon-r5e-mobile-graphics.c4047
Radeon R6 M255DX,Topaz,"Oct 12th, 2014",IGP,System Shared,925 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r6-m255dx.c2654
Radeon R6 Mobile Graphics,Spectre Lite,"Sep 17th, 2014",IGP,System Shared,533 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r6-mobile-graphics.c2630
Radeon R7 250XE,Cape Verde,"Aug 21st, 2014",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",860 MHz,1125 MHz,640 / 40 / 16,/gpu-specs/radeon-r7-250xe.c2615
Radeon R7 265X OEM,Curacao,"Aug 12th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,1280 / 80 / 32,/gpu-specs/radeon-r7-265x-oem.c2613
Radeon R7 M260,Topaz,"Jun 11th, 2014",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",940 MHz,900 MHz,384 / 24 / 8,/gpu-specs/radeon-r7-m260.c2591
Radeon R7 M260DX,Topaz,"Oct 12th, 2014",IGP,System Shared,925 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r7-m260dx.c2655
Radeon R7 M265,Topaz,"May 20th, 2014",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",900 MHz,900 MHz,384 / 24 / 8,/gpu-specs/radeon-r7-m265.c2572
Radeon R7 M265DX,Topaz,"Jun 11th, 2014",IGP,System Shared,900 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r7-m265dx.c2653
Radeon R7 M265DX,Topaz,"Oct 12th, 2014",IGP,System Shared,925 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r7-m265dx.c2656
Radeon R7 M270DX,Topaz,"Jun 11th, 2014",IGP,System Shared,900 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-r7-m270dx.c2652
Radeon R9 285,Tonga,"Sep 2nd, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",918 MHz,1375 MHz,1792 / 112 / 32,/gpu-specs/radeon-r9-285.c2609
Radeon R9 285X,Tonga,Never Released,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",1002 MHz,1375 MHz,2048 / 128 / 32,/gpu-specs/radeon-r9-285x.c2913
Radeon R9 290X2,Hawaii,"Jun 24th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1000 MHz,1350 MHz,2816 / 176 / 64,/gpu-specs/radeon-r9-290x2.c2583
Radeon R9 295X2,Vesuvius,"Apr 29th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1018 MHz,1250 MHz,2816 / 176 / 64,/gpu-specs/radeon-r9-295x2.c2523
Radeon R9 M265X,Venus,"Mar 21st, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",575 MHz,1000 MHz,640 / 40 / 16,/gpu-specs/radeon-r9-m265x.c2579
Radeon R9 M270X,Venus,"Mar 21st, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",725 MHz,1000 MHz,640 / 40 / 16,/gpu-specs/radeon-r9-m270x.c2213
Radeon R9 M290X Mac Edition,Pitcairn,"Nov 23rd, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",850 MHz,1365 MHz,1024 / 64 / 32,/gpu-specs/radeon-r9-m290x-mac-edition.c3770
Radeon R9 M295X,Amethyst,"Nov 23rd, 2014",MXM-B (3.0),"4 GB, GDDR5, 256 bit",723 MHz,1250 MHz,2048 / 128 / 32,/gpu-specs/radeon-r9-m295x.c2670
Radeon R9 M295X Mac Edition,Amethyst,"Nov 23rd, 2014",MXM-B (3.0),"4 GB, GDDR5, 256 bit",850 MHz,1362 MHz,2048 / 128 / 32,/gpu-specs/radeon-r9-m295x-mac-edition.c2587
HD Graphics 5300 Mobile,Broadwell GT2,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,/gpu-specs/hd-graphics-5300-mobile.c2624
HD Graphics 5500 Mobile,Broadwell GT2,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,/gpu-specs/hd-graphics-5500-mobile.c2625
HD Graphics 5600 Mobile,Broadwell GT2,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3,/gpu-specs/hd-graphics-5600-mobile.c3139
HD Graphics 6000 Mobile,Broadwell GT3,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,/gpu-specs/hd-graphics-6000-mobile.c2626
HD Graphics P5700,Broadwell GT2,"Sep 5th, 2014",Ring Bus,System Shared,700 MHz,System Shared,192 / 24 / 3,/gpu-specs/hd-graphics-p5700.c2791
Iris Graphics 6100 Mobile,Broadwell GT3,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,/gpu-specs/iris-graphics-6100-mobile.c2627
Iris Pro Graphics 6200,Broadwell GT3e,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,/gpu-specs/iris-pro-graphics-6200.c2790
Iris Pro Graphics 6200 Mobile,Broadwell GT3e,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,/gpu-specs/iris-pro-graphics-6200-mobile.c2628
Iris Pro Graphics P6300,Broadwell GT3e,"Sep 5th, 2014",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6,/gpu-specs/iris-pro-graphics-p6300.c2792
GRID K120Q,GK107,"Jul 2nd, 2014",PCIe 3.0 x16,"512 MB, DDR3, 128 bit",850 MHz,891 MHz,192 / 16 / 16,/gpu-specs/grid-k120q.c2593
GRID K220Q,GK104,"Jul 2nd, 2014",PCIe 3.0 x16,"512 MB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/grid-k220q.c2592
GRID K500,GK104,"Jul 2nd, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/grid-k500.c2597
GRID K520Q,GK104,"Jul 2nd, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/grid-k520q.c2594
GRID K540Q,GK104,"Jul 2nd, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/grid-k540q.c2595
GRID K560Q,GK104,"Jul 2nd, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",745 MHz,1250 MHz,1536 / 128 / 32,/gpu-specs/grid-k560q.c2596
GeForce 705A,GF119S,"Jul 1st, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",475 MHz,900 MHz,48 / 8 / 4,/gpu-specs/geforce-705a.c2386
GeForce 710A,GK208,"Mar 17th, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",719 MHz,1001 MHz,192 / 16 / 8,/gpu-specs/geforce-710a.c2566
GeForce 720A,GF117,"Jul 1st, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,1001 MHz,96 / 16 / 8,/gpu-specs/geforce-720a.c2666
GeForce 800A,GF119S,"Mar 17th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",475 MHz,900 MHz,48 / 8 / 4,/gpu-specs/geforce-800a.c2564
GeForce 805A,GK208,"Jul 22nd, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",719 MHz,1001 MHz,192 / 16 / 8,/gpu-specs/geforce-805a.c2671
GeForce 810A,GK208,"Jul 22nd, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",719 MHz,900 MHz,192 / 16 / 8,/gpu-specs/geforce-810a.c2604
GeForce 810M,GF117,"Mar 24th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48 / 8 / 8,/gpu-specs/geforce-810m.c2584
GeForce 830A,GM108,"Jul 22nd, 2014",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1082 MHz,1001 MHz,256 / 16 / 8,/gpu-specs/geforce-830a.c2605
GeForce GT 705 OEM,GF119S,"Mar 27th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",874 MHz,825 MHz,48 / 8 / 4,/gpu-specs/geforce-gt-705-oem.c2578
GeForce GT 710,GK208,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",954 MHz,900 MHz,192 / 16 / 8,/gpu-specs/geforce-gt-710.c3027
GeForce GT 710,GK208B,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",954 MHz,900 MHz,192 / 16 / 8,/gpu-specs/geforce-gt-710.c1990
GeForce GT 710 PCIe x1,GK208B,"Mar 27th, 2014",PCIe 2.0 x1,"1024 MB, DDR3, 64 bit",954 MHz,800 MHz,192 / 16 / 8,/gpu-specs/geforce-gt-710-pcie-x1.c3739
GeForce GT 720,GK208B,"Sep 29th, 2014",PCIe 2.0 x8,"1024 MB, DDR3, 64 bit",797 MHz,800 MHz,192 / 16 / 8,/gpu-specs/geforce-gt-720.c2702
GeForce GT 720,GK208,"Mar 27th, 2014",PCIe 2.0 x8,"2 GB, DDR3, 64 bit",967 MHz,900 MHz,384 / 32 / 8,/gpu-specs/geforce-gt-720.c1989
GeForce GT 720A,GF117,"Jul 1st, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,1001 MHz,96 / 16 / 8,/gpu-specs/geforce-gt-720a.c2379
GeForce GT 730,GK208B,"Jun 18th, 2014",PCIe 2.0 x8,"1024 MB, GDDR5, 64 bit",902 MHz,1253 MHz,384 / 32 / 8,/gpu-specs/geforce-gt-730.c1988
GeForce GT 730,GF108,"Jun 18th, 2014",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,96 / 16 / 4,/gpu-specs/geforce-gt-730.c3114
GeForce GT 730,GF108,"Jun 18th, 2014",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",700 MHz,800 MHz,96 / 16 / 4,/gpu-specs/geforce-gt-730.c2590
